NodeId,Title,Authors,Date
9510234,On the Ubiquity of K3 Fibrations in String Duality,"A.I.Bugrij, V.N.Shadura (Bogoliubov Institute for Theoretical Physics,",1995-10-05
9510235,Conserved currents for unconventional supersymmetric couplings of,Ch. Devchand and V. Ogievetsky,1995-10-05
9510236,"Light Monopoles, Electric Vortices and Instantons",Juan Mateos Guilarte,1995-10-05
9510237,Significance of the Spinorial Basis in the Quantum Theory,Juan Mateos Guilarte,1995-10-06
9510238,Fermion-Fermion and Boson-Boson Amplitudes: Surprising Similarities,Juan Mateos Guilarte,1995-10-06
9510239,On the $W$-algebra in the Calegero-Sutherland model using the Exchange,"V. Narayanan and M. Sivakumar (School of Physics, University of",1995-10-06
9510240,Non-Trivial Directions for Scalar Fields,"V. Narayanan and M. Sivakumar (School of Physics, University of",1995-10-06
9510241,Three Generations in the Fermionic Construction,"V. Narayanan and M. Sivakumar (School of Physics, University of",1995-10-06
9510242,Yangian Symmetries in the $SU(N)_1$ WZW Model and the,Changhyun Ahn and Soonkeon Nam,1995-10-06
9511201,Discrete gauge theories,Mark de Wild Propitius and F. Alexander Bais,1995-11-01
9511202,Poisson Distributions for Sharp-Time Fields: Antidote for Triviality,Mark de Wild Propitius and F. Alexander Bais,1995-11-01
9511203,Dilatonic p-brane solitons,"H. Lu, C.N. Pope, E. Sezgin and K.S. Stelle",1995-11-01
9511204,Black Hole Condensation and the Web of Calabi-Yau Manifolds,"Ti-ming Chiang, Brian R. Greene, Mark Gross and Yakov Kanter",1995-11-01
9511205,"Quantum dynamics of N=1, D=4 supergravity chiral compensator","I.L.Buchbinder and A.Yu.Petrov (Department of Theoretical Physics,",1995-11-01
9511206,On Quantum Cohomology Rings for Hypersurfaces in $CP^{N-1}$,Masao Jinzenji,1995-11-01
9511207,Solving The N-Body Problem in (2+1)-Gravity,"A. Bellini, M. Ciafaloni and P. Valtancoli",1995-11-01
9511208,The Other Spectral Flow,Beatriz Gato-Rivera and Jose Ignacio Rosado,1995-11-01
9511209,All order I.R. finite expansion for short distance behavior of massless,"R. Guida, N. Magnoli",1995-11-02
9511210,Modular Invariance and the Odderon,Romuald Janik,1995-11-02
9511211,Some approaches to 2+1-dimensional gravity coupled to point-particles,Romuald Janik,1995-11-02
9511212,Generalised Hamiltonian embedding of the Proca model,Romuald Janik,1995-11-02
9511213,Dualities in Five Dimensions and Charged String Solutions,"Supriya Kar, Jnanadeva Maharana and Sudhakar Panda",1995-11-02
9511214,Degrees of freedom in two dimensional string theory,Sumit R. Das,1995-11-02
9511215,Reduction of the Two Body Problem in N=2 Chern Simons Supergravity,Sumne Kim and F. Mansouri,1995-11-02
9511216,Modular Covariance and the Algebraic PCT/Spin-Statistics Theorem,D. R. Davidson,1995-11-02
9511217,Renormalizability of Quantum Gravity near Two Dimensions,"H. Kawai, Y. Kitazawa and M. Ninomiya",1995-11-02
9511218,Black Hole Geometry around an Elementary BPS String State,Gautam Mandal and Spenta R. Wadia,1995-11-02
9511219,Higher Derivatives and Canonical Formalisms,Takao Nakamura and Shinji Hamamoto,1995-11-02
9511220,Macroscopic $n$-Loop Amplitude for Minimal Models Coupled to,M. Anazawa and H. Itoyama,1995-11-02
9511221,Continuum and Lattice Overlap for Chiral Fermions on the Torus,M. Anazawa and H. Itoyama,1995-11-03
9511222,D-Branes and Topological Field Theories,"M. Bershadsky, V. Sadov and C. Vafa",1995-11-03
9511223,Four-Dimensional Higher-Derivative Supergravity and Spontaneous,"Ahmed Hindawi, Burt A. Ovrut, Daniel Waldram",1995-11-03
9511224,Catalysis of Dynamical Symmetry Breaking by a Magnetic Field,"Ahmed Hindawi, Burt A. Ovrut, Daniel Waldram",1995-11-03
9511225,The generic soliton of the $A_n$ affine Toda field theories,"Edwin J. Beggs, Peter R. Johnson (Wales, Swansea)",1995-11-03
9511226,Gauge Invariant Geometric Variables For Yang-Mills Theory,"Peter E. Haagensen, Kenneth Johnson and C.S. Lam",1995-11-03
9511227,String Physics and Black Holes,Leonard Susskind and John Uglum,1995-11-03
9511228,N=1 Dual String Pairs and Gaugino Condensation,S. Kachru and E. Silverstein,1995-11-03
9511229,N=1 and N=2 cosets from gauged supersymmetric WZW models,Jose M Figueroa-O'Farrill and Sonia Stanciu,1995-11-03
9511230,On the Connectedness of the Moduli Space of Calabi--Yau Manifolds,"A.C. Avram, P. Candelas, D. Jancic, M. Mandelberg",1995-11-03
9512201,Physical Spectra in String Theories --- BRST Operators and Similarity,"A.A.Andrianov (Institute of Physics, Sankt-Petersburg), N.V.Romanenko",1995-12-01
9512202,Dynamical Symmetry Breaking in Einstein Universe,"K. Ishikawa, T. Inagaki and T. Muta",1995-12-01
9512203,T-Duality of p-Branes,"K. Ishikawa, T. Inagaki and T. Muta",1995-12-01
9512204,On the Classification of Reflexive Polyhedra,M. Kreuzer and H. Skarke,1995-12-01
9512205,Scalar and Spinor Two-Point Functions in Einstein Universe,"T. Inagaki, K. Ishikawa and T. Muta",1995-12-01
9512206,String Field Theory in Rindler Space-Time and String Thermalization,"Hiroyuki Hata, Hajime Oda and Shigeaki Yahikozawa",1995-12-01
9512207,The Post-Newtonian Limit of Dilaton Gravity,"Rue-Ron Hsu, Bokai Yang (National Cheng-Kung Univ.,Taiwan) and",1995-12-01
9512208,A perturbative renormalization group approach to light-front Hamiltonian,Takanori Sugihara and Masanobu Yahiro,1995-12-01
9512209,Eikonal Particle Scattering and Dilaton Gravity,Saurya Das and Parthasarathi Majumdar,1995-12-01
9512210,World-Sheet Logarithmic Operators and Target Space Symmetries in String,Ian I. Kogan and Nick E. Mavromatos,1995-12-01
9512211,"Strings, Matrix Models, and Meanders",Ian I. Kogan and Nick E. Mavromatos,1995-12-01
9512212,Homology in Abelian Lattice Models,Mark Rakowski and Siddhartha Sen,1995-12-01
9512213,Bubbles with an O(3) Symmetric Scalar Field in Curved Spacetime,Mark Rakowski and Siddhartha Sen,1995-12-02
9512214,Quantum N=2 super $W_3^{(2)}$ Algebra In Superspace,"Changhyun Ahn, E. Ivanov, S. Krivonos and A. Sorin",1995-12-02
9512215,BRST Quantization of Gauge Theory in Noncommutative Geometry: Matrix,"Chang-Yeong Lee, Dae Sung Hwang, Yuval Ne'eman",1995-12-03
9512216,Nonabelian Topological Mass Generation in 4 Dimensions,"Dae Sung Hwang, Chang-Yeong Lee",1995-12-03
9512217,Infinite series solutions of the symmetry equation for the $1 +2$,D.B. Fairlie and A.N. Leznov,1995-12-03
9512218,A Construction of Solutions to Reflection Equations for,Roger E. Behrend and Paul A. Pearce,1995-12-03
9512219,Five-branes And $M$-Theory On An Orbifold,Roger E. Behrend and Paul A. Pearce,1995-12-03
9512220,Gauge invariant formulation of $N=2$ Toda and KdV systems in extended,"F. Delduc, M. Magro",1995-12-03
9512221,$N=2$ chiral WZNW model in superspace,"F. Delduc, M. Magro",1995-12-04
9512222,Solitonic Black Holes in Gauged N=2 Supergravity,Alan Kostelecky and Malcolm Perry,1995-12-04
9512223,Instanton Moduli for T**3xR,Alan Kostelecky and Malcolm Perry,1995-12-04
9512224,Loop Variables and Gauge Invariant Interactions of Massive Modes in,Alan Kostelecky and Malcolm Perry,1995-12-04
9512225,The Master Field in Generalised $QCD_2$,Rajesh Gopakumar (Princeton University),1995-12-04
9512226,Monstrous String-String Duality,S. Chaudhuri and D.A. Lowe,1995-12-04
9603201,Symmetry Non Restoration and Inverse Symmetry Breaking on the lattice,G.Bimonte and G.Lozano,1996-03-01
9603202,Discrete Physics and the Dirac Equation,L. H. Kauffman (Univ. Illinois) and H. P. Noyes (SLAC),1996-03-02
9603204,Anomaly free U(1) chiral gauge theories on a two dimensional torus,"Rajamani Narayanan, Herbert Neuberger",1996-03-01
9603205,The Vacuum in Light-Cone Field Theory,"Rajamani Narayanan, Herbert Neuberger",1996-03-01
9603206,Gauge Symmetry Breaking through Soft Masses in Supersymmetric Gauge,"Rajamani Narayanan, Herbert Neuberger",1996-03-01
9604201,Magnetic Charge in a Nonassociative Field Theory,"C.C. Lassig, G.C. Joshi",1996-04-01
9605201,Six-Dimensional Tensionless Strings In The Large N Limit,"M. Bershadsky, K. Intriligator, S. Kachru, D.R. Morrison, V. Sadov,",1996-05-02
9605202,Constrained systems described by Nambu mechanics,C. C. Lassig and G. C. Joshi,1996-05-02
9605203,Small Thermal Fluctuation on a Large Domain,Tetsuya Shiromizu and Masahiro Morikawa,1996-05-02
9605204,"Generalized Fock Spaces, New Forms of Quantum Statistics and their",A.K.Mishra and G.Rajasekaran (Institute of Mathematical Sciences),1996-05-02
9605205,A Hidden Connection between Lax Descriptions and Superextensions of KdV,A.K.Mishra and G.Rajasekaran (Institute of Mathematical Sciences),1996-05-02
9605206,One-loop counterterms for the dimensional regularization of arbitrary,"P. Pronin, K. Stepanyantz",1996-05-02
9605207,Physical States and Gauge Independence of the Energy-Momentum Tensor in,"Taro Kashiwa and Naoki Tanimura (Department of Physics, Kyushu",1996-05-02
9605208,Self-dual Yang--Mills Theory and One-Loop Maximally Helicity Violating,Daniel Cangemi,1996-05-02
9605209,Quantum Fields in Hyperbolic Space-Times with Finite Spatial Volume,"A.A. Bytsenko, Guido Cognola and Sergio Zerbini",1996-05-02
9605210,Dirac's Legacy: Light-Cone Quantization,"A.A. Bytsenko, Guido Cognola and Sergio Zerbini",1996-05-02
9605211,Distance Measurement and Wave Dispersion in a Liouville-String Approach,"G. Amelino-Camelia, J. Ellis, N.E. Mavromatos, and D.V. Nanopoulos",1996-05-02
9605212,Non-Abelian Momentum-Winding Exchange,"C. Klimcik, P. Severa",1996-05-02
9605213,Higher-order simple Lie algebras,J. A. de Azcarraga and J. C. Perez Bueno,1996-05-02
9605214,Fermionic String from Abelian Higgs Model with monopoles and,E.T. Akhmedov (ITEP),1996-05-02
9605215,Instanton Calculus and Nonperturbative Relations in N=2 Supersymmetric,Francesco Fucito and Gabriele Travaglini,1996-05-03
9605216,A Note on Intersecting $D$-branes and Black Hole Entropy,K. Behrndt and E. Bergshoeff,1996-05-03
9605217,The gravitational and electroweak interactions unified as a gauge theory,K. Behrndt and E. Bergshoeff,1996-05-03
9605218,On the determination of anomalies in supersymmetric theories,"Friedemann Brandt, Jordi Par\'{\i}s",1996-05-03
9605219,Reflection Matrices for Integrable $N=1$ Supersymmetric Theories,"M.Moriconi (Princeton University), K.Schoutens (University of",1996-05-03
9605220,Representation theory of the affine Lie superalgebra sl(2|1) at,P. Bowcock and A. Taormina (Durham University),1996-05-03
9605221,Three-Family $SO(10)$ Grand Unification in String Theory,Zurab Kakushadze and S.-H. Henry Tye,1996-05-03
9605222,"Resolving Singularities in (0,2) Models","J. Distler, B. Greene and D. Morrison",1996-05-03
9605223,"The target space geometry of N=(2,1) string theory","J. Distler, B. Greene and D. Morrison",1996-05-03
9605224,Counting States of Black Strings with Traveling Waves,Gary T. Horowitz and Donalf Marolf,1996-05-03
9605225,Gravitational Quantum Cohomology,"Tohru Eguchi, Kentaro Hori and Chuan-Sheng Xiong",1996-05-05
9605226,Spin of Chern-Simons vortices,"Tohru Eguchi, Kentaro Hori and Chuan-Sheng Xiong",1996-05-05
9605227,The measure in three dimensional Nambu-Goto string theory,J. Ambjorn A. Sedrakyan,1996-05-06
9605228,"Quantization of $gl(1,{\bf R})$ Generalized Chern-Simons Theory in 1+1","Noboru Kawamoto, Eisaku Ozawa and Kazuhiko Suehiro",1996-05-06
9605229,Massive and massless monopoles with nonabelian magnetic charges,"Kimyeong Lee, Erick J. Weinberg, Piljin Yi",1996-05-06
9605230,An Explicit and Simple Relationship Between Two Model Spaces,J. S. Prakash,1996-05-06
9605231,Analytic Treatment of Positronium Spin Splittings in Light-Front QED,"Billy D. Jones (1), Robert J. Perry (1), Stanislaw D. Glazek (2) ((1)",1996-05-06
9605232,Duality in Supersymmetric SU($N_c$) Gauge Theory with Two Adjoint Chiral,"Billy D. Jones (1), Robert J. Perry (1), Stanislaw D. Glazek (2) ((1)",1996-05-06
9605233,The Lagrangian of a Self-Dual Gravitational Field as a Limit of the SDYM,Jerzy Plebanski and Maciej Przanowski,1996-05-07
9605234,Absorption vs Decay of Black holes in string theory and T-symmetry,"Avinash Dhar, Gautam Mandal and Spenta R. Wadia",1996-05-06
9605235,Fusion of RSOS Models as a Coset Construction,"Avinash Dhar, Gautam Mandal and Spenta R. Wadia",1996-05-06
9605236,More on Four-Dimensional Extremal Black Holes,"Avinash Dhar, Gautam Mandal and Spenta R. Wadia",1996-05-06
9607201,Lectures on Superstring and M Theory Dualities,Peter Cho and Per Kraus,1996-07-01
9607202,Multi-Instanton Calculus in N=2 Supersymmetric Gauge Theory II: Coupling,"N. Dorey (Swansea), V.V. Khoze (Durham), M. Mattis (Los Alamos)",1996-07-01
9607203,Killing-Yano Supersymmetry in String Theory,"F. De Jonghe, K. Peeters and K. Sfetsos",1996-07-01
9607204,Substructure of String,"F. De Jonghe, K. Peeters and K. Sfetsos",1996-07-01
9607205,Lorentz gauge and Green's formula in classical electrodynamics,Nicolas Roy,1996-07-01
9607206,"Quantum Topological Invariants, Gravitational Instantons and the",Damiano Anselmi (Harvard University),1996-07-01
9607207,Mirror Symmetry in Three Dimensional Gauge Theories,K. Intriligator and N. Seiberg,1996-07-01
9607208,Two-Loop Finiteness of Chern-Simons Field Theory in Background Field,K. Intriligator and N. Seiberg,1996-07-01
9607209,New index formulas as a meromorphic generalization of the,K. Intriligator and N. Seiberg,1996-07-01
9607210,Exact Results and Duality for SP(2N) SUSY Gauge Theories with an,"Csaba Csaki, Witold Skiba (MIT) and Martin Schmaltz (Boston U.)",1996-07-01
9607211,Field theory of the spinning electron: Internal motions,Giovanni Salesi and Erasmo Recami,1996-07-01
9607212,"The spinning electron: Hidrodynamical formulation, and quantum limit, of",Giovanni Salesi and Erasmo Recami,1996-07-01
9607213,About the kinematics of spinning particles,Giovanni Salesi and Erasmo Recami,1996-07-01
9607214,Velocity field and operator in (non relativistic) quantum mechanics,Giovanni Salesi and Erasmo Recami,1996-07-02
9607215,Higher Loop Anomalies and their Consistency Conditions in Nonlocal,Jordi Par\'{\i}s and Walter Troost,1996-07-02
9607216,The Hypermultiplet in N = 2 Superspace,Jordi Par\'{\i}s and Walter Troost,1996-07-02
9607217,On structure of effective action in four-dimensional quantum dilaton,"I.L.Buchbinder and A.Yu.Petrov (Department of Theoretical Physics,",1996-07-02
9607218,T-Duality Transformation and Universal Structure of Non-Critical String,"Takashi Asatani, Tsunehide Kuroki, Yuji Okawa, Fumihiko Sugino and",1996-07-02
9607219,Some remarks on quantum theory and integrable systems,"Takashi Asatani, Tsunehide Kuroki, Yuji Okawa, Fumihiko Sugino and",1996-07-02
9607220,Supersymmetry from a braided point of view,"R.S. Dunne, A.J. Macfarlane, J.A. de Azc\'arraga and J.C. P\'erez",1996-07-02
9607221,An Analogue of Holstein-Primakoff and Dyson Realizations for Lie,Tchavdar D. Palev,1996-07-02
9607222,A Holstein-Primakoff and Dyson Realizations for the Lie Superalgebra,Tchavdar D. Palev,1996-07-02
9607223,"Integrable Structure in SUSY Gauge Theories, and String Duality",Soonkeon Nam,1996-07-02
9607224,Static Color-Coulomb Force,Attilio Cucchieri and Daniel Zwanziger (New York University),1996-07-02
9607225,Consistent two--dimensional chiral gravity,"A.Smailagic, E.Spallucci",1996-07-02
9607226,"Classical and Quantum Gravity in 1+1 Dimensions, Part III: Solutions of",T. Kloesch and T. Strobl,1996-07-03
9607227,Superbranes,P.S. Howe and E. Sezgin,1996-07-03
9607228,Curvature representation of the gonihedric action,"G. Koutsoumbas (National Technical U., Athens) , G.K. Savvidy (NBI),",1996-07-03
9607229,Comments on Gepner Models and Type I Vacua in String Theory,"C. Angelantonj (U. Aquila), M. Bianchi, G. Pradisi, A. Sagnotti and",1996-07-03
9607230,A Renormalisation Group Study of Three Dimensional Turbulence,Ph. Brax (DAMTP-University of Cambridge-UK),1996-07-03
9607231,Subluminal and Superluminal Electromagnetic Waves and the Lepton Mass,W. A. Rodrigues Jr. and J. Vaz Jr,1996-07-03
9607232,Tachyons and the preferred frames,W. A. Rodrigues Jr. and J. Vaz Jr,1996-07-04
9607233,Spontaneous Symmetry Breaking at Two Loop in 3-d Massless Scalar,"Pang-Ning Tan, Bayram Tekin and Yutaka Hosotani (Univ of Minnesota)",1996-07-03
9607234,"Constrained KP Hierarchies: Additional Symmetries, Darboux-B\""{a}cklund","H. Aratyn, E. Nissimov and S. Pacheva",1996-07-04
9607235,Black Holes in String Theory,"H. Aratyn, E. Nissimov and S. Pacheva",1996-07-04
9607236,Bubbles in Kaluza-Klein theories with space- or time-like internal,"A. Chamblin (Institute for Theoretical Physics, UCSB), R. Emparan",1996-07-04
9607237,Grand Unification in Non-Associative Geometry,Raimar Wulkenhaar,1996-07-04
9607238,p-Brane and D-Brane Actions,E. Bergshoeff,1996-07-04
9607239,Superconformal Ward Identities and N=2 Yang-Mills Theory,P. S. Howe and P. C. West,1996-07-04
9607240,Ternary generalizations of Grassmann algebra,"Viktor Abramov (University of Tartu, Estonia)",1996-07-04
9607241,$Z_3$-graded analogues of Clifford algebras and generalization of,V. Abramov,1996-07-04
9607242,"Scattering of Solitons in Derivative Nonlinear Schr\""{o}dinger Model",Hyunsoo Min and Q-Han Park,1996-07-04
9607243,Gravitational dressing of massive soliton theories,"Ioannis Bakas, Q-Han Park",1996-07-04
9609201,Negative modes around Einstein-Yang-Mills sphalerons and black holes,"Z. Horv\'ath, R.L. Karp and L. Palla",1996-08-30
9609202,Non Abelian Bosonization in Two and Three Dimensions,"J. C. Le Guillou, E. Moreno, C. Nunez, F. A. Schaposnik",1996-08-30
